# Pathway	IN-B15-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B16-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B17-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B18-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B19-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B22-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B23-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B24-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B25-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B27-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B28-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B29-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B7-d94.sam.bam.filtered.sorted_merged_Abundance	N-B1-d94.sam.bam.filtered.sorted_merged_Abundance	N-B10-d94.sam.bam.filtered.sorted_merged_Abundance	N-B11-d94.sam.bam.filtered.sorted_merged_Abundance	N-B12-d94.sam.bam.filtered.sorted_merged_Abundance	N-B13-d94.sam.bam.filtered.sorted_merged_Abundance	N-B14-d94.sam.bam.filtered.sorted_merged_Abundance	N-B2-d94.sam.bam.filtered.sorted_merged_Abundance	N-B21-d94.sam.bam.filtered.sorted_merged_Abundance	N-B4-d94.sam.bam.filtered.sorted_merged_Abundance	N-B5-d94.sam.bam.filtered.sorted_merged_Abundance	N-B6-d94.sam.bam.filtered.sorted_merged_Abundance	N-B8-d94.sam.bam.filtered.sorted_merged_Abundance	N-B9-d94.sam.bam.filtered.sorted_merged_Abundance
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	9.033	0.613143	1.61624	64.4961	13.4361	13.2253	4.85144	2.95241	10.2887	14.7741	10.8909	4.24353	19.3582	2.50033	0	4.77395	3.17348	9.49766	19.4789	0	0	2.83069	13.9897	5.15944	16.4875	3.33165
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25425	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_sp_ASF356	0	0	0	7.28534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Clostridium.s__Clostridium_sp_ASF502	0	0	0	10.3243	0	0	0	0	0	0	15.6763	0	0	0	0	0	0	7.27916	7.54157	0	0	0	0	0	10.7689	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dorea.s__Dorea_sp_5_2	10.4198	0	0	0	0	0	0	0	0	1.86689	0	0	0	16.2825	0	0	0	0	6.30835	0	0	24.1061	17.822	10.2704	6.26317	9.55281
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Enterorhabdus.s__Enterorhabdus_caecimuris	1.12776	0	3.3203	4.73922	7.55652	2.21891	5.95102	1.49924	7.42234	4.47702	6.24863	0	1.24752	3.2659	2.6765	11.3011	5.28799	2.81028	1.53401	5.90054	1.77954	0	12.2176	2.41633	2.85242	9.75211
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Escherichia.s__Escherichia_coli	16.1052	32.1652	17.0841	1.40845	0	5.16064	4.34048	3.86046	0	2.02514	0.697496	1.37322	9.24062	1.07928	46.6724	1.28825	1.94399	1.10136	0	0	0	0	0	3.34222	3.097	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eubacterium.s__Eubacterium_plexicaudatum	0	0	0	0	60.4256	0	49.2426	0	0	13.3411	1.36547	0	0	0	0	0	0	0	78.0943	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactobacillus.s__Lactobacillus_murinus	2.96167	9.54652	6.18055	7.91801	59.2918	9.74376	8.61205	8.86039	11.4454	20.2762	4.52783	7.47834	14.9088	48.4135	318.191	23.5726	16.789	22.0631	73.2437	109.161	30.7125	45.9507	66.6768	91.5979	15.5538	24.2912
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	0	21.0336	8.08938	9.52821	8.57545	69.118	375.318	93.8881	206.187	158.879	29.7723	236.436	14.9816	0	0	32.3954	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	10.5695	8.32887	4.45405	66.706	4.10274	7.38784	0	35.2613	2.12056	1.12589	1.17171	5.85729	33.5866	66.2675	0	0	5.11571	5.25955	47.0431	0	0	4.47699	0	0	4.37274	7.20335
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Oscillibacter.s__Oscillibacter_sp_1_3	0	0	0	0	4.78269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.956	0	0	0	18.4497
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	0	1.31431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53487	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Pasteurella.s__Pasteurella_pneumotropica	0	0	0	0	0.537334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	618.493	721.303	917.481	1796.09	731.951	1096.61	940.29	804.213	816.548	1195.33	913.293	1054.73	1089.44	1346.85	445.797	1053.33	1068.54	1024.87	1005.62	883.961	1149.96	1275.06	1260.68	1011.79	1075.83	1130.47
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	8.34499	20.4829	8.27199	13.8084	6.03936	5.82312	1.61139	0.280805	0	3.46253	12.2344	1.56027	2.74863	0	26.3364	0	0.820138	1.10665	1.4229	0	0	0	0.723274	3.82742	5.76682	0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Escherichia.s__Escherichia_coli	8.41294	24.346	11.966	0	0	3.63572	0	0.818231	0	2.05868	0	4.30038	2.9953	0	32.514	0	0	0.990241	0	0	0	0	0	0	1.67681	0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|unclassified	0	0	0	49.7411	24.0509	19.4434	0	0	0	15.2577	52.4275	0	0	0	0	0	0	0	0	0	0	0	0	0	14.795	0
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0	0	0	0	1.73489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6305: putrescine biosynthesis IV	18.6946	20.6296	10.1711	23.4054	4.87505	25.0277	15.7984	9.35143	14.7319	11.1052	15.8628	17.7812	12.0352	0.550826	25.7686	4.31627	0.703261	2.64446	3.70819	0	0	0	5.06193	1.3025	7.15358	1.52954
PWY-6305: putrescine biosynthesis IV|g__Escherichia.s__Escherichia_coli	6.84496	17.7346	6.78399	1.70879	0	4.37917	0	2.0853	0	0.614846	1.0746	1.40287	3.83788	0.715623	27.7078	0.540064	0.303994	1.48924	0	0	0	0	0	0	2.53846	2.2154
PWY-6305: putrescine biosynthesis IV|unclassified	35.1158	37.1678	0	96.2425	17.6626	108.259	104.282	33.394	89.8128	55.4002	72.1963	93.9526	48.5851	0	0	21.2116	0	0	12.5566	0	0	0	25.302	0	24.9692	0
PWY-6317: galactose degradation I (Leloir pathway)	53.9095	53.8847	51.0383	102.621	79.5447	53.8222	85.4514	77.085	67.0826	96.1663	75.8574	98.7617	64.9157	66.4323	61.2626	53.265	37.5527	80.2917	105.461	52.7246	24.5649	77.8821	73.9228	80.5722	97.4706	78.3636
PWY-6317: galactose degradation I (Leloir pathway)|g__Escherichia.s__Escherichia_coli	12.65	34.9079	16.3129	0	0	1.52895	1.70839	2.90052	0	1.65024	0	0	4.75491	1.35959	35.6816	0	0	0	0	0	0	0	0	6.00827	0.941173	0
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	90.9876	145.92	169.122	387.405	179.483	121.036	177.77	180.615	126.16	349.292	246.675	270.259	226.98	287.507	92.5266	195.906	134.269	299.798	305.081	181.694	139.898	392.91	354.275	328.377	355.955	336.677
PWY-6353: purine nucleotides degradation II (aerobic)	31.062	25.6448	8.45987	2.97847	0.775067	8.4972	2.02257	4.75177	0	1.88203	4.29945	11.2895	6.74192	5.77249	46.3535	1.09884	0.909182	1.87342	1.30213	0	0	0	0	8.23061	3.93088	0.828171
PWY-6353: purine nucleotides degradation II (aerobic)|g__Escherichia.s__Escherichia_coli	24.9026	57.4936	22.2819	1.60408	0	5.60146	4.69008	2.82673	0	4.48877	0	2.31148	3.40123	0.741284	82.0973	0	0	3.15189	0	0	0	0	0	7.18123	2.70699	2.88841
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.3384	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	167.633	103.334	122.832	72.4606	132.093	130.892	70.0137	109.142	104.151	72.6612	120.851	70.8319	109.159	74.1797	96.4865	119.655	129.146	128.947	45.4066	90.0693	52.496	57.0638	48.8562	71.4586	114.528	73.8727
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Escherichia.s__Escherichia_coli	17.4313	47.0037	20.5244	1.03551	0	3.98075	2.56918	2.76494	0	3.10142	1.07243	2.7081	7.36944	1.41734	62.0065	1.24104	0	1.54025	0	0	0	0	0	3.68506	2.8961	2.18832
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Parabacteroides.s__Parabacteroides_distasonis	24.0036	91.8967	47.0839	0	42.6383	0	0	51.6876	0	0	16.2257	0	0	91.2264	23.5054	0	42.7301	10.9671	0	68.521	92.8169	95.9615	0	0	0	32.453
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|unclassified	191.573	176.495	396.97	252.371	374.12	307.371	193.363	258.279	442.852	312.256	363.928	273.95	385.237	187.766	144.684	345.504	504.42	419.413	157.709	289.516	95.3132	194.317	178.169	281.934	371.596	294.667
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	237.464	121.545	160.467	220.374	197.151	166.939	108.993	165.645	126.816	110.613	158.368	123.419	153.431	114.292	163.003	159.04	154.806	169.95	149.282	131.273	71.5458	114.292	88.348	119.859	159.073	104.959
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	2.08297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	13.7474	2.89263	0	71.8925	16.9994	13.8304	12.1287	4.44495	7.24098	17.5433	24.8259	6.4439	21.5133	0	0	8.25169	3.12519	14.1955	19.1649	0	0	4.26798	22.6614	9.30027	15.7432	9.1162
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_uniformis	163.709	21.3572	52.3971	4.0725	79.8796	187.366	21.4276	74.6525	48.6986	6.26207	119.26	109.713	51.3568	8.37039	103.824	231.785	17.6426	116.398	32.7226	47.7594	43.8607	28.5484	92.2088	121.628	100.265	56.6905
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_xylanisolvens	5.00164	3.42392	6.59424	1.38372	0	0	3.61113	0	4.77962	0	0	3.58941	5.38257	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Clostridium.s__Clostridium_sp_ASF356	0	0	0	5.67414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Clostridium.s__Clostridium_sp_ASF502	0	0	0	4.05405	0	0	0	0	0	0	6.55112	0	0	0	0	0	0	6.97435	2.02151	0	0	0	0	0	5.03515	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Dorea.s__Dorea_sp_5_2	8.00807	0	0	0	0	0	0	0	0	6.18982	0	0	0	12.3319	0	0	0	0	4.80028	0	0	17.8776	10.6057	2.74299	0	8.03608
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0.81512	0	1.31175	2.12431	1.87049	0	2.71963	0	5.50621	1.5346	8.14435	0	0	0	2.51426	8.05063	1.48172	0	0	0	0	0	4.5793	2.7668	2.25503	4.78915
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Escherichia.s__Escherichia_coli	15.9668	37.859	20.8902	1.20684	0	1.91289	0	1.8602	0	2.9363	1.53549	0	7.15478	0	51.9962	0	0	0	0	0	0	0	0	2.40318	2.0947	2.38625
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Eubacterium.s__Eubacterium_plexicaudatum	0	0	0	0	56.1792	0	63.8145	0	0	9.92221	0	0	0	0	0	0	0	0	72.7039	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lactobacillus.s__Lactobacillus_murinus	1.46218	13.7548	9.43418	8.44857	46.8427	13.3168	6.47117	4.88762	7.95215	18.6234	0	0	10.1654	41.8771	302.661	18.1489	16.7655	16.2099	75.2313	89.0849	18.9738	43.2035	57.3073	79.7044	12.1495	18.672
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lactobacillus.s__Lactobacillus_reuteri	0	17.6235	3.50428	6.89728	4.7378	59.5171	286.543	73.4499	158.777	135.964	26.3155	196.166	14.4756	0	0	16.1079	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Oscillibacter.s__Oscillibacter_sp_1_3	0	0	0	0	3.21396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7238	0	0	0	8.94891
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Parabacteroides.s__Parabacteroides_distasonis	24.0631	93.6034	47.3144	0	41.2014	0	0	51.1163	0	0	16.9325	0	0	93.6614	25.4794	0	42.3349	11.0198	0	66.2455	94.217	101.354	0	0	0	36.1751
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74261	0	0	0.750291	0	0	0	0	0	3.14043	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	192	173.178	406.957	699.06	409.277	282.093	180.013	266.597	453.499	348.303	352.943	290.76	427.287	282.663	145.659	330.948	544.064	438.196	265.459	321.704	108.929	344.509	195.26	336.09	414.014	312.578
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	233.498	121.628	159.238	217.148	197.727	167.171	112.164	167.098	127.959	110.211	159.442	123.597	154.486	112.26	164.415	157.554	155.108	169.754	146.134	132	71.9468	113.756	87.6153	121.834	157.743	103.994
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	1.99552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	12.7562	2.87372	0	69.6903	16.6667	13.6166	11.8147	4.32414	7.22141	16.4246	24.4604	5.04213	19.6736	0	0	7.67871	3.05785	13.8917	18.7228	0	0	3.77797	22.5919	9.24026	14.5817	9.12069
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	151.716	19.3546	50.0747	3.8619	75.5724	174.968	19.1458	69.7734	46.3584	5.49726	111.969	103.443	47.7186	8.08048	97.9148	222.191	15.9378	110.542	31.2756	44.4374	40.7778	27.2032	87.0379	114.439	93.4173	54.9129
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	171.844	142.239	48.0216	0.9201	20.8394	7.68508	0	105.709	2.51337	0	21.6879	0	29.3791	26.8036	10.9998	0	13.3012	3.61842	24.3757	73.8708	34.1612	10.9271	2.4712	9.57712	23.9043	25.7586
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_xylanisolvens	5.14281	3.26171	6.39366	1.34836	0	0	3.38274	0	4.47843	0	0	3.44075	5.49255	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Clostridium.s__Clostridium_sp_ASF356	0	0	0	5.25195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Clostridium.s__Clostridium_sp_ASF502	0	0	0	3.76079	0	0	0	0	0	0	4.61003	0	0	0	0	0	0	6.70388	1.68124	0	0	0	0	0	4.48209	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Dorea.s__Dorea_sp_5_2	8.00553	0	0	0	0	0	0	0	0	6.13048	0	0	0	11.7061	0	0	0	0	4.41492	0	0	17.2856	9.8208	2.51043	0	8.0614
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0.598324	0	1.16927	1.46545	1.56537	0	2.5986	0	5.05192	1.35067	7.67542	0	0	0	2.32248	7.77778	1.12134	0	0	0	0	0	3.73899	2.40284	2.3109	4.36864
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	16.7546	48.8827	20.4709	1.5362	0	3.84903	2.43307	2.61641	0	3.90174	1.33308	2.73052	7.45655	1.18986	61.3167	1.22221	0	1.36767	0	0	0	0	0	3.33814	2.98724	2.36969
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Eubacterium.s__Eubacterium_plexicaudatum	0	0	0	0	55.5741	0	60.2628	0	0	9.24963	0	0	0	0	0	0	0	0	68.4327	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_murinus	1.45295	12.9118	9.18465	7.21389	44.5965	11.9909	5.42204	4.52583	7.28719	18.193	0	0	10.1356	39.4481	289.846	16.8631	15.212	14.5143	70.275	84.7416	18.7381	38.4748	53.917	77.7752	11.2061	16.8936
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_reuteri	0	16.7482	3.34431	6.61596	4.33344	57.7574	280.129	72.414	148.718	131.199	24.1312	187.816	13.5981	0	0	14.9464	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Oscillibacter.s__Oscillibacter_sp_1_3	0	0	0	0	2.75672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.13047	0	0	0	7.6864
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_distasonis	24.4531	96.9972	50.2317	0	43.4616	0	0	57.2605	0	0	20.0676	0	0	93.1245	26.8423	0	42.4729	15.0199	0	69.6851	102.168	96.7696	0	0	0	36.0719
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39995	0	0	0.708839	0	0	0	0	0	3.03278	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified	185.849	179.108	403.514	698.286	404.843	288.096	183.293	268.825	455.418	344.127	358.669	295.495	426.908	278.947	146.293	336.17	543.794	437.854	257.451	332.178	103.901	344.056	180.521	343.937	410.526	304.958
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	0	0	0	0	2.38373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	15.8594	13.9299	8.68482	17.8326	3.15779	5.01218	2.19452	4.43568	0.237927	14.5461	7.22094	4.23803	11.9567	7.67208	20.1913	6.31904	1.05692	7.12323	11.9742	0	1.55469	1.46832	3.14464	5.41051	4.72285	2.03364
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Escherichia.s__Escherichia_coli	10.6621	43.9811	20.9618	6.33915	0	8.23252	0	7.83101	0	1.00168	2.59285	3.03083	10.153	0	51.0904	2.70445	0.640819	1.09487	0	0	0	0	0	5.46778	1.51367	2.42069
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	35.4853	11.3503	16.1257	64.7199	9.74769	12.9878	13.085	13.2971	0	84.2936	27.7217	21.4411	30.4559	37.4302	7.86469	5.5507	4.80584	31.1317	51.5791	0	10.3434	9.59342	20.8635	12.9822	18.4061	11.2333
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	11.8578	21.447	10.721	10.9539	7.00249	6.68915	2.33313	0.487145	0	3.96061	13.1258	1.96478	3.7031	0	27.0938	0	0.996184	1.33021	1.82628	0	0	0	0.867022	5.09981	6.65585	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Escherichia.s__Escherichia_coli	10.7195	31.2685	13.492	0	0	3.52211	0	1.14473	0	2.24	0	4.35955	3.94062	0	38.7795	0	0	1.23654	0	0	0	0	0	0	1.90293	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	0	0	0	0	26.5923	19.87	0	0	0	16.9483	50.9941	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1545	0
PWY-6527: stachyose degradation	42.2796	46.4488	46.1625	62.9763	81.7196	42.3217	60.7308	67.9383	60.2416	82.483	65.8667	52.6495	58.8017	57.1344	78.3392	52.0495	31.5887	78.3836	86.0532	49.1592	18.4779	67.1674	50.6843	70.7891	94.1221	84.4326
PWY-6527: stachyose degradation|g__Escherichia.s__Escherichia_coli	11.3457	34.4467	17.103	0	0	4.77681	2.73942	2.95272	0	1.62093	0	1.64403	5.1108	0.805127	42.2583	1.15405	0	2.70049	0	0	0	0	0	6.94348	1.41732	2.04271
PWY-6527: stachyose degradation|unclassified	73.2738	132.278	155.989	167.238	184.139	98.7643	174.012	173.439	106.972	361.842	261.833	230.201	226.257	242.783	89.1266	193.285	110.729	304.772	298.439	162.186	89.5035	317.391	256.768	291.848	357.932	393.182
PWY-6531: mannitol cycle	0	0.588224	1.44921	1.08482	0.806135	0.520188	0.576226	0	0	0	0.496666	0.180159	0.546764	0	0	0	0	0	0	0.607028	0.471418	1.29719	0	0.744045	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	39.327	36.4137	33.225	54.9179	37.2495	28.3357	29.9496	55.3784	41.3588	30.6223	25.7329	22.1104	54.9498	62.6945	23.3019	20.6936	38.1727	26.1892	49.8594	41.8907	30.1343	26.3118	16.4757	18.8324	24.901	20.2046
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	18.0242	24.667	52.369	88.6881	24.4942	0	44.1467	48.8525	27.9378	18.0571	20.4173	22.0783	102.31	144.649	20.4	19.514	83.4224	43.4787	75.6392	98.4568	134.944	43.8948	21.9958	50.2121	48.1529	30.0913
PWY-6549: L-glutamine biosynthesis III	0	2.47601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70185	0.700215
PWY-6588: pyruvate fermentation to acetone	3.93059	8.44273	6.35028	1.41728	0	0.355697	0.740464	1.93765	0	1.9505	0.472392	1.7294	2.27843	0	15.067	0.668221	0	2.43505	0.75214	0	0	0	0	1.38587	3.75825	0.501728
PWY-6588: pyruvate fermentation to acetone|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	2.83225	0	0	0	0	4.61003	3.39893	0	0	0	0	0	6.23083	0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	1.3601	0	0	9.90666	4.27121	4.9964	5.19062	0.580591	0	0	8.15072	2.17225	6.80866	0.624993	0	1.8613	0	0	3.93382	0	0	0	0	0	2.01799	0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified	0	0	0	33.3602	15.621	20.0212	25.6982	0	0	0	36.0511	12.7688	29.4793	0	0	8.22751	0	0	0	0	0	0	0	0	8.59321	0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	0.747953	11.6609	4.83437	7.85732	4.34951	10.7085	4.93604	9.07853	8.65888	22.9555	14.3758	25.3262	6.13867	0	1.21708	9.22725	0	0	0	0	0	0	0	0	0	0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)|unclassified	0	0	0	0	0	6.19693	0	0	16.7057	14.6403	0	17.8576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II	0.894595	13.0838	5.58807	9.00328	4.79586	9.56697	4.00123	7.81745	7.13367	20.2543	14.4273	22.0201	7.0538	0	1.45237	9.73908	0	0	0	0	0	0	0	3.30011	0	0
PWY-6606: guanosine nucleotides degradation II|unclassified	0	0	0	0	0	7.20016	0	0	18.6227	17.1108	0	20.6493	0	0	0	0	0	0	0	0	0	0	0	18.4113	0	0
PWY-6608: guanosine nucleotides degradation III	45.9131	34.8025	25.7706	34.8873	9.94401	10.7513	4.04379	8.40775	7.31697	22.2017	19.1156	23.6512	28.3993	48.3444	44.9473	14.1863	8.60732	32.7932	33.6077	4.45986	1.62454	27.5935	14.3163	20.3894	31.9968	31.0972
PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli	24.0616	62.8095	32.6625	3.37871	0	4.94333	5.08372	2.5757	0	5.35706	4.29184	7.44805	2.84275	0.517667	89.2201	0	0	4.46605	0	0	0	0	0	9.54086	2.64825	6.50711
PWY-6608: guanosine nucleotides degradation III|unclassified	77.841	12.8806	39.1772	135.946	40.4649	38.418	13.1062	31.7078	44.3088	121.051	79.9555	111.611	101.464	231.959	27.9668	65.0898	35.4033	132.422	126.6	25.9623	10.5563	157.934	83.2188	93.3706	122.157	152.82
